facilitiesPK,propertyType,roomType,accommodates,bathrooms,bedrooms,beds,bedType,guestsIncluded,amenitiesFK
1193,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,871
1194,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,872
1195,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,86
1196,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,85
1197,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,627
1198,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,301
1199,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,840
1200,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,1,84
1201,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,628
1202,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,881
1203,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,300
1204,Apartment,Entire home/apt,2,1.0,1.0,3.0,Real Bed,1,869
1205,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,857
1206,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,719
1207,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,169
1208,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,459
1209,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,945
1210,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,709
1211,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,564
1212,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,646
1213,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,461
1214,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,3,951
1215,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,563
1216,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,62
1217,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,2,180
1218,Apartment,Private room,2,1.0,1.0,1.0,Futon,1,61
1219,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,586
1220,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,281
1221,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,562
1222,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,708
1223,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,707
1224,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,706
1225,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,3,280
1226,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,557
1227,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,964
1228,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,704
1229,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,56
1230,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,762
1231,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,555
1232,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,651
1233,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,970
1234,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,462
1235,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,168
1236,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,711
1237,Apartment,Entire home/apt,4,1.0,1.0,3.0,Real Bed,2,938
1238,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,718
1239,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,287
1240,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,636
1241,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,172
1242,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,717
1243,Apartment,Private room,4,1.0,1.0,4.0,Real Bed,2,72
1244,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,716
1245,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,715
1246,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,174
1247,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,3619
1248,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,286
1249,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,452
1250,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,712
1251,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,69
1252,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,1,177
1253,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,929
1254,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,930
1255,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,454
1256,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,931
1257,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,1,713
1258,Apartment,Entire home/apt,2,2.0,1.0,1.0,Real Bed,2,933
1259,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,4,455
1260,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,67
1261,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,570
1262,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,936
1263,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,2,937
1264,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,453
1265,Apartment,Entire home/apt,6,1.0,1.0,6.0,Real Bed,2,425
1266,Apartment,Private room,1,2.0,1.0,1.0,Real Bed,1,152
1267,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,312
1268,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,768
1269,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,4,108
1270,Apartment,Entire home/apt,8,1.0,4.0,4.0,Real Bed,6,480
1271,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,107
1272,Apartment,Private room,3,1.0,1.0,1.0,Airbed,1,357
1273,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,773
1274,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,766
1275,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,286
1276,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,748
1277,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,355
1278,Apartment,Private room,1,0.5,1.0,1.0,Real Bed,1,777
1279,Apartment,Shared room,2,1.0,1.0,1.0,Futon,1,778
1280,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,767
1281,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,2,779
1282,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,2,781
1283,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,782
1284,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,783
1285,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,1,211
1286,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,783
1287,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,354
1288,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,790
1289,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,4,570
1290,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,747
1291,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,288
1292,Apartment,Entire home/apt,1,1.0,0.0,1.0,Airbed,1,794
1293,Apartment,Entire home/apt,5,1.0,2.0,4.0,Real Bed,1,105
1294,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,780
1295,Apartment,Shared room,2,1.0,1.0,2.0,Real Bed,1,795
1296,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,1,766
1297,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,4,109
1298,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,749
1299,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,2,383
1300,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,387
1301,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,382
1302,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3619
1303,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,3,389
1304,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,120
1305,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,116
1306,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,4,590
1307,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,378
1308,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,755
1309,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,754
1310,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,1,765
1311,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,374
1312,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,369
1313,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,3,763
1314,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,2,115
1315,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,751
1316,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,366
1317,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,750
1318,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,362
1319,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,361
1320,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,112
1321,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,111
1322,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,749
1323,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,600
1324,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,372
1325,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,796
1326,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,745
1327,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,2,797
1328,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,331
1329,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,612
1330,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,95
1331,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,735
1332,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,4,613
1333,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,1,836
1334,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,325
1335,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,324
1336,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,839
1337,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,0,840
1338,Apartment,Shared room,3,1.0,1.0,1.0,Airbed,2,841
1339,Apartment,Entire home/apt,4,1.0,2.0,1.0,Real Bed,1,842
1340,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,1,736
1341,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,734
1342,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,845
1343,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,472
1344,Apartment,Private room,2,1.0,1.0,1.0,Futon,1,321
1345,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,619
1346,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,318
1347,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,1,317
1348,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,93
1349,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,850
1350,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,623
1351,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,733
1352,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,151
1353,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1,313
1354,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,94
1355,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,1,332
1356,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,829
1357,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,0,610
1358,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,131
1359,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,3,801
1360,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,802
1361,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,742
1362,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,408
1363,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,132
1364,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,806
1365,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,807
1366,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,808
1367,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,342
1368,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,741
1369,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,2,411
1370,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,740
1371,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,813
1372,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,413
1373,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,60
1374,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,134
1375,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,99
1376,Apartment,Private room,1,1.0,1.0,1.0,Futon,1,135
1377,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,739
1378,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,336
1379,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,414
1380,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,821
1381,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,136
1382,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,825
1383,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,1,3619
1384,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,577
1385,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,3,553
1386,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,552
1387,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,2,703
1388,Apartment,Private room,3,1.0,1.0,1.0,Real Bed,1,54
1389,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1104
1390,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1105
1391,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1106
1392,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1107
1393,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,487
1394,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1109
1395,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,1110
1396,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,1,1111
1397,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1112
1398,Apartment,Entire home/apt,4,1.0,2.0,2.0,Couch,1,1113
1399,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1114
1400,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1115
1401,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1103
1402,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1116
1403,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1118
1404,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,488
1405,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1120
1406,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1121
1407,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,234
1408,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,1,1122
1409,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1123
1410,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1124
1411,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,671
1412,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,235
1413,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,1126
1414,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1127
1415,Apartment,Private room,2,1.0,1.0,1.0,Airbed,1,1117
1416,Apartment,Private room,4,2.0,1.0,1.0,Real Bed,1,1128
1417,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1102
1418,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,0,232
1419,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,989
1420,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,2,678
1421,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,677
1422,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1079
1423,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1080
1424,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1081
1425,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1015
1426,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1083
1427,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1084
1428,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1,222
1429,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1086
1430,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1087
1431,Apartment,Private room,3,1.0,1.0,1.0,Airbed,2,1101
1432,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,1088
1433,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,2,225
1434,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,3619
1435,Apartment,Shared room,1,1.0,1.0,1.0,Futon,1,1091
1436,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,1092
1437,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1093
1438,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1094
1439,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,227
1440,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,238
1441,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1098
1442,Apartment,Entire home/apt,2,1.0,1.0,1.0,Futon,1,674
1443,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,230
1444,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,231
1445,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,224
1446,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,220
1447,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1129
1448,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1132
1449,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,247
1450,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,2,249
1451,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,3,250
1452,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,251
1453,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1163
1454,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,4,232
1455,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,9
1456,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,60
1457,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,515
1458,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,499
1459,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,3,266
1460,Apartment,Entire home/apt,5,2.5,2.0,2.0,Real Bed,0,255
1461,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1,13
1462,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,662
1463,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,1,512
1464,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,511
1465,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,510
1466,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,2,509
1467,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,508
1468,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,1,4
1469,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,507
1470,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,4,265
1471,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,256
1472,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,2
1473,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,504
1474,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,2,258
1475,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,1,501
1476,Apartment,Shared room,1,2.0,1.0,1.0,Real Bed,1,1130
1477,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1158
1478,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,246
1479,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,1133
1480,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,1134
1481,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1135
1482,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1136
1483,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,669
1484,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,1137
1485,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,2,238
1486,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1133
1487,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,1140
1488,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1141
1489,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1142
1490,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,1143
1491,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,666
1492,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1122
1493,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1146
1494,Apartment,Private room,2,2.0,1.0,1.0,Futon,1,19
1495,Apartment,Entire home/apt,7,1.0,3.0,1.0,Real Bed,5,520
1496,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,490
1497,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,240
1498,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,661
1499,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,1150
1500,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,17
1501,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,2,492
1502,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,1,1153
1503,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,244
1504,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,245
1505,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,239
1506,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,1073
1507,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1078
1508,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1071
1509,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,697
1510,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,0,265
1511,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,269
1512,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,188
1513,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,537
1514,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,536
1515,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,268
1516,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,1007
1517,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,36
1518,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,656
1519,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,475
1520,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,1,696
1521,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,654
1522,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,1,1010
1523,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,0,1012
1524,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,1,691
1525,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,690
1526,Apartment,Private room,2,1.0,1.0,1.0,Futon,1,1015
1527,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,1,1016
1528,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1017
1529,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,1018
1530,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,35
1531,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,2,1072
1532,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,199
1533,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,200
1534,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,1022
1535,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,694
1536,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,1,201
1537,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,39
1538,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,40
1539,Apartment,Entire home/apt,1,1.0,1.0,1.0,Couch,1,550
1540,Apartment,Entire home/apt,3,1.0,1.0,1.0,Futon,2,53
1541,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,1,978
1542,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,1,979
1543,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,52
1544,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,549
1545,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,2,548
1546,Apartment,Entire home/apt,6,1.0,2.0,3.0,Real Bed,1,278
