facilitiesPK,propertyType,roomType,accommodates,bathrooms,bedrooms,beds,bedType,guestsIncluded,amenitiesFK
1793,Condominium,Entire home/apt,6,2.5,2.0,3.0,Real Bed,1,1773
1794,Condominium,Entire home/apt,4,1.0,0.0,2.0,Real Bed,2,3102
1795,Condominium,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2532
1796,Condominium,Entire home/apt,5,2.0,2.0,3.0,Real Bed,2,710
1797,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,818
1798,Dorm,Shared room,8,0.0,1.0,8.0,Real Bed,1,1053
1799,Dorm,Shared room,8,8.0,1.0,8.0,Real Bed,1,1057
1800,House,Entire home/apt,10,2.5,3.0,4.0,Real Bed,2,2994
1801,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,1,277
1802,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2997
1803,House,Private room,1,1.0,1.0,1.0,Real Bed,2,2990
1804,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2991
1805,House,Entire home/apt,5,1.5,3.0,3.0,Real Bed,5,276
1806,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,500
1807,House,Entire home/apt,5,2.0,2.0,4.0,Real Bed,1,463
1808,House,Private room,2,1.0,1.0,1.0,Real Bed,1,468
1809,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,469
1810,House,Private room,3,1.0,1.0,1.0,Real Bed,2,2993
1811,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,2,3047
1812,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,3048
1813,House,Private room,2,1.0,1.0,1.0,Real Bed,2,2995
1814,House,Private room,2,1.0,1.0,2.0,Real Bed,2,3045
1815,House,Entire home/apt,8,1.5,3.0,3.0,Real Bed,4,967
1816,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,2979
1817,House,Entire home/apt,8,1.5,3.0,5.0,Real Bed,1,467
1818,House,Entire home/apt,6,1.0,3.0,4.0,Real Bed,2,3055
1819,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3054
1820,House,Private room,2,1.5,1.0,1.0,Real Bed,2,466
1821,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3053
1822,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,3,2998
1823,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2975
1824,House,Private room,2,1.0,1.0,1.0,Airbed,2,2972
1825,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3052
1826,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2976
1827,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2971
1828,House,Entire home/apt,8,2.5,4.0,4.0,Real Bed,0,2986
1829,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,7,263
1830,House,Private room,2,2.0,1.0,1.0,Real Bed,1,2081
1831,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,465
1832,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,2629
1833,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,0,2980
1834,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,934
1835,House,Shared room,1,0.5,1.0,1.0,Real Bed,1,2629
1836,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,1,2970
1837,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2982
1838,House,Entire home/apt,8,3.0,4.0,5.0,Real Bed,8,262
1839,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2983
1840,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2977
1841,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,0,2974
1842,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,489
1843,House,Entire home/apt,4,2.0,3.0,1.0,Real Bed,1,498
1844,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,2,479
1845,House,Private room,2,1.0,1.0,1.0,Real Bed,2,494
1846,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,6,3026
1847,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,1659
1848,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,3027
1849,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2665
1850,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,493
1851,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,39
1852,House,Entire home/apt,4,1.0,2.0,4.0,Real Bed,4,3029
1853,House,Private room,2,1.0,1.0,2.0,Real Bed,1,2663
1854,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,482
1855,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3031
1856,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3042
1857,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3025
1858,House,Entire home/apt,8,2.5,3.0,4.0,Real Bed,1,491
1859,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3033
1860,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3034
1861,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,484
1862,House,Private room,2,2.0,1.0,1.0,Real Bed,1,2655
1863,House,Private room,2,1.0,1.0,1.0,Futon,2,3035
1864,House,Private room,2,1.0,1.0,1.0,Real Bed,1,1147
1865,House,Private room,1,1.0,1.0,1.0,Real Bed,1,2654
1866,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3037
1867,House,Private room,3,1.5,1.0,3.0,Real Bed,1,3041
1868,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3619
1869,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,3040
1870,House,Private room,2,1.0,1.0,1.0,Real Bed,1,1712
1871,House,Entire home/apt,2,1.0,1.0,2.0,Real Bed,2,3038
1872,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3032
1873,House,Private room,2,1.5,1.0,1.0,Real Bed,1,495
1874,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,1,348
1875,House,Entire home/apt,7,3.0,3.0,3.0,Real Bed,1,497
1876,House,Private room,4,1.0,1.0,3.0,Real Bed,2,2680
1877,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,4,3003
1878,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,4,3004
1879,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,1,470
1880,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3006
1881,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,2,471
1882,House,Entire home/apt,7,1.0,3.0,3.0,Real Bed,4,472
1883,House,Entire home/apt,4,3.5,4.0,4.0,Real Bed,1,3007
1884,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3009
1885,House,Entire home/apt,3,2.0,2.0,2.0,Real Bed,1,3010
1886,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2639
1887,House,Private room,2,1.0,1.0,1.0,Real Bed,1,474
1888,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,1,3011
1889,House,Private room,2,1.0,1.0,1.0,Real Bed,2,2640
1890,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3012
1891,House,Private room,2,1.0,1.0,1.0,Futon,2,3013
1892,House,Entire home/apt,7,2.5,3.0,5.0,Real Bed,1,924
1893,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2674
1894,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3043
1895,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,1939
1896,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,3018
1897,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3019
1898,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3039
1899,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3021
1900,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3022
1901,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,3023
1902,House,Entire home/apt,6,3.0,3.0,2.0,Real Bed,5,476
1903,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,477
1904,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3024
1905,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,4,3001
1906,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,3020
1907,House,Entire home/apt,4,1.0,2.0,1.0,Real Bed,4,385
1908,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2969
1909,House,Entire home/apt,8,2.5,2.0,3.0,Real Bed,2,211
1910,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,5,417
1911,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,4,415
1912,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2758
1913,House,Entire home/apt,6,2.5,2.0,2.0,Real Bed,1,2852
1914,House,Private room,2,2.0,1.0,1.0,Real Bed,2,2759
1915,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,337
1916,House,Private room,2,1.0,1.0,1.0,Real Bed,1,338
1917,House,Entire home/apt,7,3.0,4.0,5.0,Real Bed,1,339
1918,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,1,2848
1919,House,Entire home/apt,5,2.5,2.0,3.0,Real Bed,1,412
1920,House,Private room,2,1.0,1.0,1.0,Real Bed,2,2847
1921,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,340
1922,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,2,341
1923,House,Entire home/apt,5,1.0,1.0,2.0,Real Bed,4,2844
1924,House,Private room,3,1.0,1.0,2.0,Real Bed,1,284
1925,House,Private room,3,1.0,1.0,2.0,Real Bed,1,409
1926,House,Private room,3,1.0,1.0,3.0,Real Bed,1,343
1927,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2765
1928,House,Entire home/apt,8,2.5,3.0,3.0,Airbed,6,418
1929,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,328
1930,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,334
1931,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,2,333
1932,House,Private room,2,2.0,1.0,1.0,Real Bed,1,2740
1933,House,Private room,2,2.0,1.0,1.0,Real Bed,1,316
1934,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2744
1935,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,5,319
1936,House,Private room,2,1.0,1.0,1.0,Real Bed,1,320
1937,House,Private room,2,1.0,1.0,1.0,Real Bed,1,1086
1938,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,424
1939,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2871
1940,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,322
1941,House,Entire home/apt,10,2.0,3.0,5.0,Real Bed,8,2767
1942,House,Private room,2,1.0,1.0,1.0,Real Bed,2,422
1943,House,Entire home/apt,12,2.0,5.0,6.0,Real Bed,4,326
1944,House,Private room,2,1.0,1.0,1.0,Real Bed,2,1939
1945,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2863
1946,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,327
1947,House,Shared room,1,1.0,1.0,1.0,Real Bed,2,328
1948,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,330
1949,House,Private room,2,1.0,1.0,1.0,Real Bed,1,421
1950,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,420
1951,House,Private room,2,1.5,1.0,1.0,Real Bed,1,419
1952,House,Private room,2,1.0,1.0,1.0,Real Bed,1,323
1953,House,Entire home/apt,6,1.5,3.0,4.0,Real Bed,5,315
1954,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,6,344
1955,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,4,2840
1956,House,Entire home/apt,5,1.0,1.0,2.0,Real Bed,1,365
1957,House,Entire home/apt,16,2.0,6.0,9.0,Real Bed,13,2810
1958,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,2,396
1959,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,363
1960,House,Private room,2,1.0,1.0,2.0,Real Bed,1,395
1961,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,1,370
1962,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,8,371
1963,House,Private room,2,2.5,1.0,1.0,Real Bed,1,394
1964,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,375
1965,House,Private room,2,1.5,1.0,1.0,Pull-out Sofa,1,376
1966,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,4,265
1967,House,Private room,3,1.0,1.0,2.0,Real Bed,1,393
1968,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,4,391
1969,House,Entire home/apt,4,1.5,3.0,2.0,Real Bed,1,379
1970,House,Private room,4,1.0,1.0,1.0,Real Bed,2,2796
1971,House,Entire home/apt,6,2.5,2.0,3.0,Real Bed,4,380
1972,House,Private room,1,1.0,1.0,1.0,Real Bed,1,381
1973,House,Entire home/apt,8,3.5,3.0,3.0,Real Bed,6,388
1974,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,83
1975,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,364
1976,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3058
1977,House,Entire home/apt,7,1.0,3.0,4.0,Real Bed,1,363
1978,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,397
1979,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,345
1980,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,407
1981,House,Private room,2,1.0,1.0,1.0,Real Bed,2,406
1982,House,Private room,2,2.0,1.0,2.0,Real Bed,1,346
1983,House,Private room,2,1.0,1.0,1.0,Real Bed,1,347
1984,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,4,348
1985,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,1,349
1986,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,7,404
1987,House,Private room,2,1.0,1.0,1.0,Real Bed,1,350
1988,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2539
1989,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,403
1990,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,353
1991,House,Private room,2,1.0,1.0,1.0,Real Bed,1,402
1992,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,401
1993,House,Private room,2,1.5,1.0,1.0,Real Bed,2,358
1994,House,Entire home/apt,7,2.0,3.0,5.0,Real Bed,7,400
1995,House,Private room,2,1.0,1.0,1.0,Real Bed,1,398
1996,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,1,359
1997,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,360
1998,House,Private room,2,1.5,1.0,1.0,Real Bed,1,2818
1999,House,Entire home/apt,8,3.0,4.0,5.0,Real Bed,0,351
2000,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,2690
2001,House,Private room,2,2.0,1.0,1.0,Real Bed,2,2740
2002,House,Private room,2,2.0,1.0,2.0,Real Bed,1,2740
2003,House,Entire home/apt,6,3.0,3.0,5.0,Real Bed,1,2942
2004,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2941
2005,House,Entire home/apt,7,1.0,2.0,3.0,Real Bed,2,2940
2006,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,2939
2007,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,212
2008,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2937
2009,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,2936
2010,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,4,2706
2011,House,Entire home/apt,12,3.0,5.0,6.0,Real Bed,8,2935
2012,House,Entire home/apt,2,1.0,1.0,2.0,Real Bed,1,2934
2013,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,450
2014,House,Entire home/apt,8,2.0,4.0,4.0,Real Bed,4,288
2015,House,Entire home/apt,5,1.0,3.0,4.0,Real Bed,5,2931
2016,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,449
2017,House,Private room,4,1.0,1.0,2.0,Real Bed,2,2916
2018,House,Entire home/apt,6,1.5,2.0,3.0,Real Bed,1,289
2019,House,Private room,2,1.0,1.0,1.0,Real Bed,1,448
2020,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2928
2021,House,Private room,3,1.0,1.0,1.0,Real Bed,2,2927
2022,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,1,577
2023,House,Entire home/apt,5,3.0,3.0,3.0,Real Bed,3,451
2024,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,384
2025,House,Private room,1,1.0,1.0,1.0,Real Bed,1,2704
2026,House,Entire home/apt,6,2.0,3.0,2.0,Real Bed,1,282
2027,House,Private room,1,1.0,1.0,1.0,Real Bed,1,2966
2028,House,Private room,2,1.0,1.0,1.0,Real Bed,1,457
2029,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,3,2965
2030,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2964
2031,House,Private room,2,2.0,1.0,1.0,Real Bed,1,283
2032,House,Entire home/apt,9,3.0,4.0,5.0,Real Bed,9,456
2033,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,1,2962
2034,House,Entire home/apt,3,1.0,2.0,1.0,Real Bed,2,2960
2035,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2926
2036,House,Private room,2,1.0,1.0,1.0,Real Bed,1,284
2037,House,Private room,2,1.0,1.0,1.0,Real Bed,2,2955
2038,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,285
2039,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,1,2926
2040,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,2952
2041,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,2,2950
2042,House,Entire home/apt,8,3.5,4.0,5.0,Real Bed,6,2703
2043,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,2,2949
2044,House,Entire home/apt,8,1.0,4.0,4.0,Real Bed,5,2947
2045,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2945
2046,House,Private room,2,1.0,1.0,1.0,Real Bed,1,850
2047,House,Private room,4,2.0,1.0,2.0,Real Bed,1,2740
2048,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,1,2925
2049,House,Private room,2,1.5,1.0,1.0,Real Bed,2,2923
2050,House,Private room,2,1.0,1.0,1.0,Real Bed,1,435
2051,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,299
2052,House,Private room,1,1.0,1.0,1.0,Real Bed,1,2728
2053,House,Private room,2,1.0,1.0,1.0,Real Bed,1,432
2054,House,Entire home/apt,2,1.0,1.0,2.0,Real Bed,2,431
2055,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,2,429
2056,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,302
2057,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,4,303
2058,House,Private room,2,1.0,1.0,1.0,Futon,1,2341
2059,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,5,2735
2060,House,Private room,2,1.0,1.0,1.0,Real Bed,1,305
2061,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,2895
2062,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,2,306
2063,House,Private room,1,1.0,1.0,1.0,Real Bed,1,307
2064,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,4,308
2065,House,Entire home/apt,12,3.0,6.0,6.0,Real Bed,6,427
2066,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,311
2067,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,2887
2068,House,Entire home/apt,8,1.5,4.0,3.0,Real Bed,1,2738
2069,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,1,2724
2070,House,Entire home/apt,8,1.0,4.0,3.0,Real Bed,4,436
2071,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,4,297
2072,House,Private room,2,1.0,1.0,1.0,Real Bed,1,295
2073,House,Private room,2,1.5,1.0,1.0,Real Bed,1,770
2074,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2921
2075,House,Private room,2,1.5,1.0,1.0,Real Bed,1,2920
2076,House,Private room,4,1.0,1.0,1.0,Real Bed,2,2919
2077,House,Entire home/apt,6,2.5,3.0,2.0,Real Bed,1,447
2078,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2430
2079,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,2,2917
2080,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2916
2081,House,Private room,2,1.0,1.0,1.0,Real Bed,1,446
2082,House,Private room,2,1.0,1.0,1.0,Futon,1,2924
2083,House,Private room,1,1.0,1.0,1.0,Real Bed,1,2714
2084,House,Entire home/apt,4,1.0,0.0,2.0,Real Bed,2,290
2085,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,1,2914
2086,House,Private room,4,1.0,1.0,2.0,Real Bed,2,443
2087,House,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,2,2912
2088,House,Entire home/apt,4,2.0,3.0,3.0,Real Bed,4,442
2089,House,Private room,3,1.5,1.0,3.0,Real Bed,2,2203
2090,House,Private room,2,1.0,1.0,1.0,Real Bed,1,438
2091,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,293
2092,House,Entire home/apt,4,1.0,0.0,2.0,Real Bed,2,294
2093,House,Private room,2,1.0,1.0,1.0,Real Bed,1,444
2094,House,Private room,3,1.0,1.0,2.0,Real Bed,2,2944
2095,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3275
2096,House,Entire home/apt,6,3.5,4.0,4.0,Real Bed,1,260
2097,House,Entire home/apt,9,4.5,5.0,5.0,Real Bed,1,263
2098,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,3522
2099,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,4,3521
2100,House,Private room,3,1.0,1.0,1.0,Real Bed,1,3520
2101,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,1,195
2102,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,1,97
2103,House,Private room,1,1.0,1.0,1.0,Real Bed,1,3514
2104,House,Entire home/apt,4,2.5,2.0,2.0,Real Bed,2,3513
2105,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,1,3512
2106,House,Entire home/apt,1,1.0,0.0,1.0,Real Bed,1,98
2107,House,Entire home/apt,4,1.0,0.0,1.0,Real Bed,2,3485
2108,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,1,1001
2109,House,Entire home/apt,14,3.5,6.0,9.0,Real Bed,8,3506
2110,House,Private room,1,2.0,1.0,1.0,Real Bed,1,3505
2111,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,1,3504
2112,House,Private room,2,1.0,1.0,1.0,Real Bed,2,101
2113,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,3501
2114,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3500
2115,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,1,102
2116,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,103
2117,House,Private room,1,3.0,1.0,1.0,Real Bed,1,3619
2118,House,Entire home/apt,6,1.5,3.0,4.0,Real Bed,1,106
2119,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3493
2120,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,1,3492
2121,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,1,3491
2122,House,Entire home/apt,8,2.0,3.0,5.0,Real Bed,6,3527
2123,House,Shared room,1,1.0,1.0,1.0,Real Bed,1,2029
2124,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3529
2125,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,2,3532
2126,House,Private room,2,1.0,1.0,1.0,Real Bed,1,75
2127,House,Private room,4,1.0,1.0,2.0,Real Bed,2,76
2128,House,Private room,2,1.5,1.0,1.0,Real Bed,0,102
2129,House,Private room,2,1.0,1.0,1.0,Real Bed,1,77
2130,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3568
2131,House,Private room,2,1.0,1.0,1.0,Real Bed,1,78
2132,House,Entire home/apt,9,1.5,4.0,6.0,Real Bed,1,3566
2133,House,Private room,1,1.0,1.0,1.0,Pull-out Sofa,1,79
2134,House,Entire home/apt,4,1.0,0.0,2.0,Real Bed,2,80
2135,House,Entire home/apt,6,1.0,3.0,4.0,Real Bed,4,81
2136,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,2,3560
2137,House,Private room,2,0.5,1.0,1.0,Real Bed,1,83
2138,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3557
2139,House,Shared room,1,3.5,1.0,1.0,Real Bed,1,3555
2140,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3554
2141,House,Entire home/apt,6,2.5,2.0,3.0,Real Bed,1,3548
2142,House,Entire home/apt,7,2.5,4.0,4.0,Real Bed,1,3547
2143,House,Private room,2,1.5,1.0,1.0,Real Bed,2,261
2144,House,Private room,2,2.0,1.0,1.0,Real Bed,1,3544
2145,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,2,1958
2146,House,Shared room,1,3.5,1.0,1.0,Real Bed,1,3540
2147,House,Shared room,1,3.5,1.0,1.0,Real Bed,1,3539
2148,House,Shared room,1,3.5,1.0,1.0,Real Bed,1,2029
2149,House,Entire home/apt,7,4.0,3.0,3.0,Real Bed,4,91
2150,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,1,92
2151,House,Entire home/apt,7,3.0,3.0,5.0,Real Bed,4,3530
2152,House,Private room,2,1.0,1.0,1.0,Futon,1,74
2153,House,Entire home/apt,2,1.0,0.0,1.0,Real Bed,2,3486
2154,House,Entire home/apt,3,1.0,0.0,2.0,Real Bed,0,3479
2155,House,Entire home/apt,2,1.0,1.0,1.0,Futon,2,128
2156,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,4,3434
2157,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3432
2158,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3431
2159,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,1,3430
2160,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2062
2161,House,Private room,4,1.0,1.0,1.0,Real Bed,4,3428
2162,House,Entire home/apt,4,2.5,3.0,2.0,Real Bed,1,130
2163,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,1,2407
2164,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,1,3425
2165,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3424
2166,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3423
2167,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,0,3422
2168,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,2,3421
2169,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3159
2170,House,Entire home/apt,6,1.5,3.0,3.0,Real Bed,6,3419
2171,House,Private room,2,1.0,1.0,1.0,Real Bed,1,3417
2172,House,Private room,2,1.0,1.0,1.0,Real Bed,2,3416
2173,House,Private room,2,1.0,1.0,1.0,Real Bed,1,2608
2174,House,Private room,2,3.0,1.0,1.0,Real Bed,1,3412
2175,House,Private room,2,3.0,1.0,1.0,Real Bed,1,3411
2176,House,Entire home/apt,6,1.0,2.0,4.0,Real Bed,6,3410
2177,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,2,3409
2178,House,Entire home/apt,7,2.0,3.0,4.0,Real Bed,1,1147
2179,House,Entire home/apt,3,1.0,1.0,2.0,Real Bed,2,3406
2180,House,Private room,2,1.0,1.0,1.0,Real Bed,1,126
2181,House,Private room,2,1.0,1.0,1.0,Futon,2,110
